Player,omega,se,ca,retention,fd,delta_fv,owner_share_after,owner_terminal_delta,owner_cash_delta,net,win_delta,cf_delta,market_value,skill_z
Lexie Hull,0.0,0.09898963132628384,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,5.894565059588587,-0.26537703133704266
Lexie Hull,0.005,0.09898963132628384,-0.0023903131477255903,0.014848444698942576,2.1290055270145913,0.8301694926724092,0.995,-0.5139813547909853,2.1290055270145913,1.615024172223606,-0.0027596692885330353,2.1290055270145913,5.894565059588587,-0.26537703133704266
Lexie Hull,0.01,0.09898963132628384,-0.006373038523384496,0.02099887187339148,4.258011054029183,1.133935777234913,0.99,-1.5574035805374251,4.258011054029183,2.7006074734917576,-0.007357813642265575,4.258011054029183,5.894565059588587,-0.26537703133704266
Lexie Hull,0.015,0.09898963132628384,-0.005401751568111799,0.0257182606319453,6.387016581043774,1.4209901963489258,0.985,-2.6203246565962672,6.387016581043774,3.766691924447507,-0.006236441413957631,6.387016581043774,5.894565059588587,-0.26537703133704266
Lexie Hull,0.02,0.09898963132628384,-0.0017072080749886529,0.029696889397885153,8.516022108058365,1.7015227894990166,0.98,-3.6925076662909646,8.516022108058365,4.823514441767401,-0.0019710094044224588,8.516022108058365,5.894565059588587,-0.26537703133704266
Natasha Howard,0.0,0.016510419685107965,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,4.540897482143697,-1.3925452577464597
Natasha Howard,0.005,0.016510419685107965,-0.002092036192260503,0.002476562952766195,1.640086374373706,0.11577247048099963,0.995,-1.2248063918714251,1.640086374373706,0.4152799825022808,-0.014481149183609867,1.640086374373706,4.540897482143697,-1.3925452577464597
Natasha Howard,0.01,0.016510419685107965,-0.005577774300524991,0.003502388915872712,3.280172748747412,0.1286298740879739,0.99,-2.5526564246529233,3.280172748747412,0.7275163240944886,-0.03860955276836323,3.280172748747412,4.540897482143697,-1.3925452577464597
Natasha Howard,0.015,0.016510419685107965,-0.00472769009066553,0.004289532862333851,4.9202591231211175,0.18572782765793416,0.985,-3.8370580897569084,4.9202591231211175,1.083201033364209,-0.03272523952983151,4.9202591231211175,4.540897482143697,-1.3925452577464597
Natasha Howard,0.02,0.016510419685107965,-0.0014941728802328703,0.00495312590553239,6.560345497494824,0.2675895943194603,0.98,-5.097762197566908,6.560345497494824,1.4625832999279158,-0.010342718001152978,6.560345497494824,4.540897482143697,-1.3925452577464597
Sophie Cunningham,0.0,0.11880215599085389,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,6.04205008042043,-0.14256960643973304
Sophie Cunningham,0.005,0.11880215599085389,-0.0015411788303973824,0.017820323398628084,2.182274329942143,1.0141149823530127,0.995,-0.3309555925587233,2.182274329942143,1.8513187373834197,-0.0014825886113341788,2.182274329942143,6.04205008042043,-0.14256960643973304
Sophie Cunningham,0.01,0.11880215599085389,-0.004109081718808648,0.025201743036214447,4.364548659884286,1.4083195172708163,0.99,-1.2857636779019117,4.364548659884286,3.0787849819823743,-0.003952868829489679,4.364548659884286,6.04205008042043,-0.14256960643973304
Sophie Cunningham,0.015,0.11880215599085389,-0.003482834528087318,0.030865705533732333,6.546822989826429,1.7455986519823543,0.985,-2.300585327797421,6.546822989826429,4.246237662029008,-0.003350429362679674,6.546822989826429,6.04205008042043,-0.14256960643973304
Sophie Cunningham,0.02,0.11880215599085389,-0.0011007398535875987,0.03564064679725617,8.729097319768572,2.054783643322601,0.98,-3.346312029543867,8.729097319768572,5.382785290224705,-0.0010588935811880053,8.729097319768572,6.04205008042043,-0.14256960643973304
Aari McDonald,0.0,0.3010610672997688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.8790411231187285,0.554373812194535
Aari McDonald,0.005,0.3010610672997688,0.015186547944915729,0.04515916009496532,2.4845796803712985,2.8257416386428567,0.995,1.4716129304496235,2.4845796803712985,3.956192610820922,0.005764961557419793,2.4845796803712985,6.8790411231187285,0.554373812194535
Aari McDonald,0.01,0.3010610672997688,0.04049028269884432,0.06386469667167782,4.969159360742597,4.250979841566607,0.99,1.5284700431509464,4.969159360742597,6.497629403893543,0.015370505795956422,4.969159360742597,6.8790411231187285,0.554373812194535
Aari McDonald,0.015,0.3010610672997688,0.034319335629187236,0.0782179597116169,7.453739041113895,5.00173529135233,0.985,0.9067092619820301,7.453739041113895,8.360448303095925,0.01302795416681179,7.453739041113895,6.8790411231187285,0.554373812194535
Aari McDonald,0.02,0.3010610672997688,0.010846527496797612,0.09031832018993063,9.938318721485194,5.38982726081906,0.98,-0.07796928439734074,9.938318721485194,9.860349437087853,0.00411744751192579,9.938318721485194,6.8790411231187285,0.554373812194535
Damiris Dantas,0.0,0.12003352524817712,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,6.050487840003978,-0.13554367580275334
Damiris Dantas,0.005,0.12003352524817712,-0.0014804153587688199,0.018005028787226568,2.1853218892798374,1.0256544391041205,0.995,-0.3194738330913651,2.1853218892798374,1.8658480561884723,-0.0014095256001739897,2.1853218892798374,6.050487840003978,-0.13554367580275334
Damiris Dantas,0.01,0.12003352524817712,-0.00394707451658417,0.025462955901813814,4.370643778559675,1.4256581741764276,0.99,-1.268598407565321,4.370643778559675,3.102045370994354,-0.0037580686690163903,4.370643778559675,6.050487840003978,-0.13554367580275334
Damiris Dantas,0.015,0.12003352524817712,-0.0033455181356866755,0.03118562465121666,6.555965667839512,1.7660153283957796,0.985,-2.2804749015301695,6.555965667839512,4.275490766309343,-0.0031853178435128013,6.555965667839512,6.050487840003978,-0.13554367580275334
Damiris Dantas,0.02,0.12003352524817712,-0.0010573414019967137,0.036010057574453136,8.74128755711935,2.0768156350364895,0.98,-3.3247206776642315,8.74128755711935,5.416566879455118,-0.0010067105595808377,8.74128755711935,6.050487840003978,-0.13554367580275334
Caitlin Clark,0.0,0.14570904571056625,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,6.211500540004916,-0.0014720599101586916
Caitlin Clark,0.005,0.14570904571056625,-1.951703141792644e-05,0.02185635685658494,2.2434766343299266,1.268864259918032,0.995,-0.07748006138155006,2.2434766343299266,2.1659965729483766,-1.530802611091908e-05,2.2434766343299266,6.211500540004916,-0.0014720599101586916
Caitlin Clark,0.01,0.14570904571056625,-5.203619166254528e-05,0.03090955629064861,4.486953268659853,1.7941176169753845,0.99,-0.9038235591943931,4.486953268659853,3.58312970946546,-4.0814167053672943e-05,4.486953268659853,6.211500540004916,-0.0014720599101586916
Caitlin Clark,0.015,0.14570904571056625,-4.410558305592116e-05,0.03785632054396151,6.73042990298978,2.197599331439749,0.985,-1.8553646585318688,6.73042990298978,4.875065244457911,-3.4593858184662594e-05,6.73042990298978,6.211500540004916,-0.0014720599101586916
Caitlin Clark,0.02,0.14570904571056625,-1.39394429002724e-05,0.04371271371316988,8.973906537319706,2.5380647877432008,0.98,-2.872696508011643,8.973906537319706,6.1012100293080636,-1.0933289562317382e-05,8.973906537319706,6.211500540004916,-0.0014720599101586916
Sydney Colson,0.0,0.3753301615476173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.118869741761529,0.7540736522602042
Sydney Colson,0.005,0.3753301615476173,0.025753069169334005,0.056299524232142586,2.5712012460788856,3.6142168339488223,0.995,2.25614574977908,2.5712012460788856,4.827346995857965,0.00784165038304108,2.5712012460788856,7.118869741761529,0.7540736522602042
Sydney Colson,0.01,0.3753301615476173,0.06866267797075801,0.07961955072424876,5.142402492157771,5.54332179686287,0.99,2.8078885788942216,5.142402492157771,7.950291071051993,0.020907361039948044,5.142402492157771,7.118869741761529,0.7540736522602042
Sydney Colson,0.015,0.3753301615476173,0.05819809923294271,0.09751363641202614,7.713603738236655,6.4421463507130845,0.985,2.3255141554523675,7.713603738236655,10.039117893689022,0.017720961495560263,7.713603738236655,7.118869741761529,0.7540736522602042
Sydney Colson,0.02,0.3753301615476173,0.018393342179229666,0.11259904846428517,10.284804984315542,6.784722199361171,0.98,1.2890277553739224,10.284804984315542,11.573832739689465,0.005600659004826956,10.284804984315542,7.118869741761529,0.7540736522602042
Brianna Turner,0.0,0.48780432161373916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.450780895953019,1.0304485268817065
Brianna Turner,0.005,0.48780432161373916,0.04573763540972854,0.07317064824206088,2.6910812838099125,4.861659955746031,0.995,3.497351655967293,2.6910812838099125,6.188432939777206,0.010715686805004274,2.6910812838099125,7.450780895953019,1.0304485268817065
Brianna Turner,0.01,0.48780432161373916,0.12194540816213499,0.10347892311155356,5.382162567619825,7.64274460471682,0.99,4.886317158669669,5.382162567619825,10.268479726289495,0.028570099644808153,5.382162567619825,7.450780895953019,1.0304485268817065
Brianna Turner,0.015,0.48780432161373916,0.10336024132708736,0.12673528037799978,8.073243851429737,8.744122514398823,0.985,4.592960676682878,8.073243851429737,12.666204528112615,0.024215855590889217,8.073243851429737,7.450780895953019,1.0304485268817065
Brianna Turner,0.02,0.48780432161373916,0.03266670753021335,0.14634129648412175,10.76432513523965,8.935285163416195,0.98,3.3965794601479047,10.76432513523965,14.160904595387555,0.0076533516371942775,10.76432513523965,7.450780895953019,1.0304485268817065
Makayla Timpson,0.0,0.06333975004702153,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,5.544869525058897,-0.5565605552736426
Makayla Timpson,0.005,0.06333975004702153,-0.003207676266734836,0.00950096250705323,2.0027021071252884,0.5087063609353107,0.995,-0.8338371708693444,2.0027021071252884,1.168864936255944,-0.00578770161026808,2.0027021071252884,5.544869525058897,-0.5565605552736426
Makayla Timpson,0.01,0.06333975004702153,-0.0085522871502835,0.01343639003307296,4.005404214250577,0.665605733439971,0.99,-2.0210503238944284,4.005404214250577,1.9843538903561484,-0.015431135187952116,4.005404214250577,5.544869525058897,-0.5565605552736426
Makayla Timpson,0.015,0.06333975004702153,-0.007248870433698948,0.01645614978302317,6.008106321375865,0.8584189002559794,0.985,-3.1744573832478977,6.008106321375865,2.8336489381279675,-0.01307934329808484,6.008106321375865,5.544869525058897,-0.5565605552736426
Makayla Timpson,0.02,0.06333975004702153,-0.002290984689487152,0.01900192501410646,8.010808428501154,1.0726792509799872,0.98,-4.308774334039583,8.010808428501154,3.7020340944615704,-0.004133688899329444,8.010808428501154,5.544869525058897,-0.5565605552736426
